order_id,product_id,store_id,order_date,quantity,total_amount,order_status
ORD-00003391,PRD-00053,STR-0005,2024-02-13,5,91.35,Cancelled
ORD-00003392,PRD-00044,STR-0008,2024-02-13,2,9.88,Completed
ORD-00003393,PRD-00026,STR-0013,2024-02-13,4,524.96,Cancelled
ORD-00003394,PRD-00020,STR-0010,2024-02-13,1,43.69,Completed
ORD-00003395,PRD-00061,STR-0003,2024-02-13,2,816.5,Returned
ORD-00003396,PRD-00059,STR-0014,2024-02-13,2,799.62,Returned
ORD-00003397,PRD-00029,STR-0011,2024-02-13,3,649.02,Completed
ORD-00003398,PRD-00037,STR-0014,2024-02-13,5,437.85,Completed
ORD-00003399,PRD-00065,STR-0014,2024-02-13,2,569.1,Returned
ORD-00003400,PRD-00004,STR-0014,2024-02-14,1,720.28,Completed
ORD-00003401,PRD-00019,STR-0010,2024-02-14,5,691.3,Completed
ORD-00003402,PRD-00031,STR-0003,2024-02-14,4,1211.32,Completed
ORD-00003403,PRD-00046,STR-0008,2024-02-14,5,58.6,Completed
ORD-00003404,PRD-00013,STR-0013,2024-02-14,5,4057.0,Returned
ORD-00003405,PRD-00026,STR-0015,2024-02-14,1,131.24,Completed
ORD-00003406,PRD-00032,STR-0001,2024-02-14,4,718.2,Completed
ORD-00003407,PRD-00061,STR-0005,2024-02-14,4,1633.0,Completed
ORD-00003408,PRD-00061,STR-0006,2024-02-14,1,408.25,Completed
ORD-00003409,PRD-00036,STR-0014,2024-02-14,4,1352.96,Cancelled
ORD-00003410,PRD-00003,STR-0005,2024-02-14,4,1522.56,Returned
ORD-00003411,PRD-00036,STR-0007,2024-02-14,1,338.24,Completed
ORD-00003412,PRD-00016,STR-0010,2024-02-14,4,178.56,Completed
ORD-00003413,PRD-00039,STR-0015,2024-02-14,4,802.2,Completed
ORD-00003414,PRD-00042,STR-0009,2024-02-14,2,7.92,Returned
ORD-00003415,PRD-00022,STR-0013,2024-02-14,3,346.68,Completed
ORD-00003416,PRD-00052,STR-0007,2024-02-14,2,14.56,Cancelled
ORD-00003417,PRD-00014,STR-0015,2024-02-14,2,1922.8,Returned
ORD-00003418,PRD-00039,STR-0001,2024-02-14,2,401.1,Completed
ORD-00003419,PRD-00034,STR-0017,2024-02-14,1,389.03,Returned
ORD-00003420,PRD-00015,STR-0006,2024-02-14,4,205.72,Returned
ORD-00003421,PRD-00050,STR-0010,2024-02-14,5,23.85,Completed
ORD-00003422,PRD-00012,STR-0014,2024-02-14,4,3709.08,Returned
ORD-00003423,PRD-00004,STR-0014,2024-02-14,5,3601.4,Completed
ORD-00003424,PRD-00028,STR-0011,2024-02-14,2,320.1,Cancelled
ORD-00003425,PRD-00015,STR-0002,2024-02-14,1,51.43,Completed
ORD-00003426,PRD-00014,STR-0006,2024-02-14,3,2884.2,Cancelled
ORD-00003427,PRD-00004,STR-0004,2024-02-14,4,2881.12,Returned
ORD-00003428,PRD-00032,STR-0009,2024-02-14,5,897.75,Completed
ORD-00003429,PRD-00011,STR-0007,2024-02-14,2,988.16,Completed
ORD-00003430,PRD-00035,STR-0009,2024-02-14,2,415.98,Completed
ORD-00003431,PRD-00054,STR-0016,2024-02-14,2,7.08,Returned
ORD-00003432,PRD-00036,STR-0004,2024-02-14,3,1014.72,Completed
ORD-00003433,PRD-00034,STR-0003,2024-02-14,1,389.03,Completed
ORD-00003434,PRD-00056,STR-0016,2024-02-14,5,693.75,Completed
ORD-00003435,PRD-00005,STR-0003,2024-02-14,3,2220.12,Cancelled
ORD-00003436,PRD-00012,STR-0004,2024-02-14,4,3709.08,Completed
ORD-00003437,PRD-00037,STR-0003,2024-02-14,1,87.57,Completed
ORD-00003438,PRD-00040,STR-0006,2024-02-14,1,352.69,Completed
ORD-00003439,PRD-00068,STR-0014,2024-02-14,4,2014.96,Completed
ORD-00003440,PRD-00052,STR-0002,2024-02-14,1,7.28,Cancelled
ORD-00003441,PRD-00006,STR-0008,2024-02-14,3,3470.4,Completed
ORD-00003442,PRD-00016,STR-0007,2024-02-14,3,133.92,Cancelled
ORD-00003443,PRD-00043,STR-0010,2024-02-14,5,122.4,Completed
ORD-00003444,PRD-00020,STR-0002,2024-02-14,2,87.38,Completed
ORD-00003445,PRD-00026,STR-0003,2024-02-14,4,524.96,Completed
ORD-00003446,PRD-00062,STR-0004,2024-02-14,4,1761.8,Cancelled
ORD-00003447,PRD-00013,STR-0007,2024-02-14,5,4057.0,Completed
ORD-00003448,PRD-00008,STR-0003,2024-02-14,3,3048.99,Completed
ORD-00003449,PRD-00013,STR-0003,2024-02-14,4,3245.6,Completed
ORD-00003450,PRD-00027,STR-0005,2024-02-14,1,121.92,Cancelled
ORD-00003451,PRD-00040,STR-0001,2024-02-14,2,705.38,Completed
ORD-00003452,PRD-00060,STR-0001,2024-02-14,2,508.62,Cancelled
ORD-00003453,PRD-00012,STR-0010,2024-02-14,1,927.27,Completed
ORD-00003454,PRD-00017,STR-0015,2024-02-14,3,137.73,Completed
ORD-00003455,PRD-00018,STR-0016,2024-02-14,1,69.15,Cancelled
ORD-00003456,PRD-00028,STR-0014,2024-02-14,4,640.2,Cancelled
ORD-00003457,PRD-00048,STR-0016,2024-02-14,4,73.56,Completed
ORD-00003458,PRD-00055,STR-0007,2024-02-14,5,18.1,Completed
ORD-00003459,PRD-00031,STR-0003,2024-02-14,1,302.83,Returned
ORD-00003460,PRD-00064,STR-0010,2024-02-14,5,1381.65,Completed
ORD-00003461,PRD-00049,STR-0004,2024-02-14,5,60.35,Completed
ORD-00003462,PRD-00022,STR-0008,2024-02-14,2,231.12,Completed
ORD-00003463,PRD-00045,STR-0010,2024-02-14,1,8.09,Completed
ORD-00003464,PRD-00031,STR-0003,2024-02-14,3,908.49,Completed
ORD-00003465,PRD-00043,STR-0002,2024-02-14,4,97.92,Cancelled
ORD-00003466,PRD-00056,STR-0006,2024-02-14,4,555.0,Completed
ORD-00003467,PRD-00053,STR-0009,2024-02-14,3,54.81,Completed
ORD-00003468,PRD-00022,STR-0011,2024-02-14,2,231.12,Returned
ORD-00003469,PRD-00064,STR-0010,2024-02-14,1,276.33,Completed
ORD-00003470,PRD-00018,STR-0012,2024-02-14,3,207.45,Completed
ORD-00003471,PRD-00009,STR-0015,2024-02-14,5,5665.45,Cancelled
ORD-00003472,PRD-00036,STR-0017,2024-02-14,5,1691.2,Completed
ORD-00003473,PRD-00055,STR-0013,2024-02-14,5,18.1,Completed
ORD-00003474,PRD-00065,STR-0008,2024-02-14,1,284.55,Completed
ORD-00003475,PRD-00048,STR-0004,2024-02-14,5,91.95,Returned
ORD-00003476,PRD-00044,STR-0014,2024-02-14,4,19.76,Completed
ORD-00003477,PRD-00052,STR-0007,2024-02-14,3,21.84,Completed
ORD-00003478,PRD-00065,STR-0010,2024-02-14,2,569.1,Completed
ORD-00003479,PRD-00058,STR-0003,2024-02-14,4,1947.96,Completed
ORD-00003480,PRD-00050,STR-0013,2024-02-14,2,9.54,Returned
ORD-00003481,PRD-00047,STR-0013,2024-02-14,3,58.08,Completed
ORD-00003482,PRD-00034,STR-0013,2024-02-14,1,389.03,Completed
ORD-00003483,PRD-00003,STR-0002,2024-02-14,1,380.64,Completed
ORD-00003484,PRD-00036,STR-0004,2024-02-14,2,676.48,Completed
ORD-00003485,PRD-00049,STR-0017,2024-02-14,4,48.28,Completed
ORD-00003486,PRD-00006,STR-0017,2024-02-15,4,4627.2,Completed
ORD-00003487,PRD-00001,STR-0001,2024-02-15,4,711.0,Completed
ORD-00003488,PRD-00008,STR-0009,2024-02-15,1,1016.33,Completed
ORD-00003489,PRD-00018,STR-0005,2024-02-15,1,69.15,Completed
ORD-00003490,PRD-00053,STR-0006,2024-02-15,2,36.54,Cancelled
ORD-00003491,PRD-00015,STR-0004,2024-02-15,3,154.29,Returned
ORD-00003492,PRD-00021,STR-0005,2024-02-15,2,68.56,Completed
ORD-00003493,PRD-00019,STR-0006,2024-02-15,2,276.52,Cancelled
ORD-00003494,PRD-00020,STR-0010,2024-02-15,1,43.69,Cancelled
ORD-00003495,PRD-00036,STR-0016,2024-02-15,3,1014.72,Completed
ORD-00003496,PRD-00068,STR-0007,2024-02-15,3,1511.22,Cancelled
ORD-00003497,PRD-00039,STR-0002,2024-02-15,1,200.55,Completed
ORD-00003498,PRD-00012,STR-0002,2024-02-15,5,4636.35,Completed
ORD-00003499,PRD-00058,STR-0004,2024-02-15,2,973.98,Completed
ORD-00003500,PRD-00014,STR-0004,2024-02-15,2,1922.8,Completed
ORD-00003501,PRD-00004,STR-0011,2024-02-15,2,1440.56,Completed
ORD-00003502,PRD-00057,STR-0005,2024-02-15,2,702.46,Returned
ORD-00003503,PRD-00068,STR-0005,2024-02-15,1,503.74,Completed
ORD-00003504,PRD-00038,STR-0004,2024-02-15,3,661.05,Completed
ORD-00003505,PRD-00006,STR-0015,2024-02-15,5,5784.0,Completed
ORD-00003506,PRD-00004,STR-0005,2024-02-15,5,3601.4,Completed
ORD-00003507,PRD-00010,STR-0001,2024-02-15,3,1850.25,Completed
ORD-00003508,PRD-00037,STR-0011,2024-02-15,2,175.14,Completed
ORD-00003509,PRD-00010,STR-0011,2024-02-15,2,1233.5,Cancelled
ORD-00003510,PRD-00013,STR-0009,2024-02-15,3,2434.2,Completed
ORD-00003511,PRD-00053,STR-0015,2024-02-15,3,54.81,Returned
ORD-00003512,PRD-00017,STR-0002,2024-02-15,2,91.82,Completed
ORD-00003513,PRD-00066,STR-0008,2024-02-15,1,273.11,Completed
ORD-00003514,PRD-00029,STR-0012,2024-02-15,4,865.36,Cancelled
ORD-00003515,PRD-00004,STR-0008,2024-02-15,4,2881.12,Cancelled
ORD-00003516,PRD-00015,STR-0005,2024-02-15,1,51.43,Completed
ORD-00003517,PRD-00057,STR-0009,2024-02-15,2,702.46,Returned
ORD-00003518,PRD-00052,STR-0001,2024-02-15,3,21.84,Completed
ORD-00003519,PRD-00042,STR-0012,2024-02-15,4,15.84,Completed
ORD-00003520,PRD-00040,STR-0001,2024-02-15,5,1763.45,Completed
ORD-00003521,PRD-00024,STR-0001,2024-02-15,4,275.64,Cancelled
ORD-00003522,PRD-00056,STR-0002,2024-02-15,3,416.25,Completed
ORD-00003523,PRD-00020,STR-0017,2024-02-15,5,218.45,Cancelled
ORD-00003524,PRD-00055,STR-0001,2024-02-15,4,14.48,Completed
ORD-00003525,PRD-00007,STR-0013,2024-02-15,3,2792.1,Completed
ORD-00003526,PRD-00059,STR-0008,2024-02-15,2,799.62,Completed
ORD-00003527,PRD-00035,STR-0012,2024-02-15,4,831.96,Completed
ORD-00003528,PRD-00011,STR-0013,2024-02-15,3,1482.24,Completed
ORD-00003529,PRD-00057,STR-0014,2024-02-15,1,351.23,Completed
ORD-00003530,PRD-00054,STR-0003,2024-02-15,3,10.62,Cancelled
ORD-00003531,PRD-00008,STR-0005,2024-02-15,3,3048.99,Completed
ORD-00003532,PRD-00003,STR-0017,2024-02-15,3,1141.92,Completed
ORD-00003533,PRD-00062,STR-0013,2024-02-15,5,2202.25,Cancelled
ORD-00003534,PRD-00021,STR-0013,2024-02-15,3,102.84,Completed
ORD-00003535,PRD-00039,STR-0015,2024-02-15,4,802.2,Completed
ORD-00003536,PRD-00042,STR-0001,2024-02-15,5,19.8,Completed
ORD-00003537,PRD-00024,STR-0008,2024-02-15,2,137.82,Completed
ORD-00003538,PRD-00023,STR-0007,2024-02-15,3,347.52,Cancelled
ORD-00003539,PRD-00001,STR-0002,2024-02-15,3,533.25,Completed
ORD-00003540,PRD-00059,STR-0005,2024-02-15,3,1199.43,Completed
ORD-00003541,PRD-00043,STR-0011,2024-02-15,2,48.96,Completed
ORD-00003542,PRD-00014,STR-0011,2024-02-15,5,4807.0,Completed
ORD-00003543,PRD-00041,STR-0015,2024-02-15,3,310.14,Cancelled
ORD-00003544,PRD-00004,STR-0013,2024-02-15,2,1440.56,Completed
ORD-00003545,PRD-00049,STR-0001,2024-02-15,2,24.14,Completed
ORD-00003546,PRD-00022,STR-0012,2024-02-15,4,462.24,Completed
ORD-00003547,PRD-00031,STR-0007,2024-02-15,2,605.66,Returned
ORD-00003548,PRD-00019,STR-0011,2024-02-15,5,691.3,Completed
ORD-00003549,PRD-00046,STR-0006,2024-02-15,2,23.44,Completed
ORD-00003550,PRD-00042,STR-0005,2024-02-15,5,19.8,Completed
ORD-00003551,PRD-00029,STR-0002,2024-02-15,3,649.02,Completed
ORD-00003552,PRD-00056,STR-0013,2024-02-16,2,277.5,Returned
ORD-00003553,PRD-00012,STR-0015,2024-02-16,2,1854.54,Completed
ORD-00003554,PRD-00063,STR-0010,2024-02-16,2,317.9,Cancelled
ORD-00003555,PRD-00018,STR-0005,2024-02-16,1,69.15,Completed
ORD-00003556,PRD-00012,STR-0014,2024-02-16,4,3709.08,Cancelled
ORD-00003557,PRD-00023,STR-0004,2024-02-16,3,347.52,Returned
ORD-00003558,PRD-00031,STR-0006,2024-02-16,4,1211.32,Completed
ORD-00003559,PRD-00027,STR-0016,2024-02-16,1,121.92,Completed
ORD-00003560,PRD-00029,STR-0005,2024-02-16,3,649.02,Completed
ORD-00003561,PRD-00028,STR-0004,2024-02-16,2,320.1,Cancelled
ORD-00003562,PRD-00021,STR-0017,2024-02-16,1,34.28,Completed
ORD-00003563,PRD-00046,STR-0001,2024-02-16,2,23.44,Completed
ORD-00003564,PRD-00006,STR-0014,2024-02-16,1,1156.8,Returned
ORD-00003565,PRD-00007,STR-0004,2024-02-16,5,4653.5,Completed
ORD-00003566,PRD-00032,STR-0007,2024-02-16,3,538.65,Cancelled
ORD-00003567,PRD-00029,STR-0016,2024-02-16,5,1081.7,Completed
ORD-00003568,PRD-00011,STR-0002,2024-02-16,1,494.08,Completed
ORD-00003569,PRD-00003,STR-0006,2024-02-16,5,1903.2,Returned
ORD-00003570,PRD-00044,STR-0014,2024-02-16,1,4.94,Completed
ORD-00003571,PRD-00019,STR-0006,2024-02-16,3,414.78,Completed
ORD-00003572,PRD-00036,STR-0016,2024-02-16,1,338.24,Cancelled
ORD-00003573,PRD-00048,STR-0012,2024-02-16,5,91.95,Completed
ORD-00003574,PRD-00001,STR-0015,2024-02-16,5,888.75,Cancelled
ORD-00003575,PRD-00019,STR-0008,2024-02-16,1,138.26,Completed
ORD-00003576,PRD-00045,STR-0007,2024-02-16,2,16.18,Returned
ORD-00003577,PRD-00030,STR-0003,2024-02-16,4,1101.2,Returned
ORD-00003578,PRD-00060,STR-0015,2024-02-16,5,1271.55,Completed
ORD-00003579,PRD-00037,STR-0011,2024-02-16,4,350.28,Completed
ORD-00003580,PRD-00057,STR-0010,2024-02-16,2,702.46,Completed
ORD-00003581,PRD-00002,STR-0004,2024-02-16,5,2493.55,Completed
ORD-00003582,PRD-00046,STR-0007,2024-02-16,5,58.6,Returned
ORD-00003583,PRD-00014,STR-0003,2024-02-16,4,3845.6,Completed
ORD-00003584,PRD-00055,STR-0014,2024-02-16,4,14.48,Completed
ORD-00003585,PRD-00008,STR-0012,2024-02-16,2,2032.66,Returned
ORD-00003586,PRD-00061,STR-0014,2024-02-16,1,408.25,Completed
ORD-00003587,PRD-00004,STR-0006,2024-02-16,5,3601.4,Completed
ORD-00003588,PRD-00042,STR-0016,2024-02-16,5,19.8,Completed
ORD-00003589,PRD-00053,STR-0003,2024-02-16,5,91.35,Completed
ORD-00003590,PRD-00020,STR-0005,2024-02-16,2,87.38,Completed
ORD-00003591,PRD-00015,STR-0013,2024-02-16,4,205.72,Returned
ORD-00003592,PRD-00057,STR-0001,2024-02-16,4,1404.92,Returned
ORD-00003593,PRD-00062,STR-0014,2024-02-16,2,880.9,Completed
ORD-00003594,PRD-00032,STR-0005,2024-02-16,2,359.1,Completed
ORD-00003595,PRD-00063,STR-0004,2024-02-16,5,794.75,Completed
ORD-00003596,PRD-00020,STR-0003,2024-02-16,2,87.38,Completed
ORD-00003597,PRD-00067,STR-0010,2024-02-16,5,352.3,Completed
ORD-00003598,PRD-00054,STR-0008,2024-02-16,4,14.16,Completed
ORD-00003599,PRD-00011,STR-0010,2024-02-16,2,988.16,Cancelled
ORD-00003600,PRD-00040,STR-0007,2024-02-16,1,352.69,Completed
ORD-00003601,PRD-00004,STR-0008,2024-02-16,4,2881.12,Completed
ORD-00003602,PRD-00032,STR-0005,2024-02-16,2,359.1,Returned
ORD-00003603,PRD-00010,STR-0007,2024-02-16,2,1233.5,Completed
ORD-00003604,PRD-00056,STR-0012,2024-02-16,5,693.75,Returned
ORD-00003605,PRD-00065,STR-0013,2024-02-16,4,1138.2,Cancelled
ORD-00003606,PRD-00027,STR-0005,2024-02-16,4,487.68,Cancelled
ORD-00003607,PRD-00034,STR-0004,2024-02-16,4,1556.12,Returned
ORD-00003608,PRD-00026,STR-0016,2024-02-16,4,524.96,Completed
ORD-00003609,PRD-00010,STR-0011,2024-02-16,2,1233.5,Cancelled
ORD-00003610,PRD-00006,STR-0004,2024-02-17,1,1156.8,Completed
ORD-00003611,PRD-00004,STR-0013,2024-02-17,3,2160.84,Completed
ORD-00003612,PRD-00055,STR-0013,2024-02-17,3,10.86,Completed
ORD-00003613,PRD-00056,STR-0015,2024-02-17,2,277.5,Completed
ORD-00003614,PRD-00009,STR-0005,2024-02-17,4,4532.36,Completed
ORD-00003615,PRD-00036,STR-0011,2024-02-17,3,1014.72,Completed
ORD-00003616,PRD-00032,STR-0016,2024-02-17,3,538.65,Returned
ORD-00003617,PRD-00051,STR-0011,2024-02-17,4,39.08,Cancelled
ORD-00003618,PRD-00061,STR-0014,2024-02-17,3,1224.75,Cancelled
ORD-00003619,PRD-00057,STR-0017,2024-02-17,3,1053.69,Cancelled
ORD-00003620,PRD-00055,STR-0006,2024-02-17,2,7.24,Completed
ORD-00003621,PRD-00037,STR-0012,2024-02-17,1,87.57,Completed
ORD-00003622,PRD-00040,STR-0014,2024-02-17,2,705.38,Completed
ORD-00003623,PRD-00001,STR-0014,2024-02-17,5,888.75,Completed
ORD-00003624,PRD-00054,STR-0011,2024-02-17,4,14.16,Cancelled
ORD-00003625,PRD-00043,STR-0004,2024-02-17,2,48.96,Returned
ORD-00003626,PRD-00007,STR-0014,2024-02-17,2,1861.4,Completed
ORD-00003627,PRD-00054,STR-0016,2024-02-17,2,7.08,Cancelled
ORD-00003628,PRD-00030,STR-0011,2024-02-17,1,275.3,Cancelled
ORD-00003629,PRD-00057,STR-0007,2024-02-17,3,1053.69,Returned
ORD-00003630,PRD-00035,STR-0005,2024-02-17,1,207.99,Completed
ORD-00003631,PRD-00015,STR-0010,2024-02-17,4,205.72,Returned
ORD-00003632,PRD-00048,STR-0001,2024-02-17,2,36.78,Completed
ORD-00003633,PRD-00026,STR-0010,2024-02-17,4,524.96,Completed
ORD-00003634,PRD-00001,STR-0010,2024-02-17,3,533.25,Completed
ORD-00003635,PRD-00060,STR-0005,2024-02-17,3,762.93,Completed
ORD-00003636,PRD-00067,STR-0010,2024-02-17,1,70.46,Completed
ORD-00003637,PRD-00004,STR-0007,2024-02-17,2,1440.56,Returned
ORD-00003638,PRD-00068,STR-0005,2024-02-17,1,503.74,Completed
ORD-00003639,PRD-00058,STR-0005,2024-02-17,2,973.98,Completed
ORD-00003640,PRD-00057,STR-0005,2024-02-17,1,351.23,Cancelled
ORD-00003641,PRD-00035,STR-0011,2024-02-17,1,207.99,Returned
ORD-00003642,PRD-00051,STR-0016,2024-02-17,4,39.08,Returned
ORD-00003643,PRD-00057,STR-0001,2024-02-17,4,1404.92,Completed
ORD-00003644,PRD-00053,STR-0008,2024-02-17,2,36.54,Cancelled
ORD-00003645,PRD-00055,STR-0007,2024-02-17,1,3.62,Completed
ORD-00003646,PRD-00009,STR-0005,2024-02-17,2,2266.18,Completed
ORD-00003647,PRD-00007,STR-0017,2024-02-17,3,2792.1,Cancelled
ORD-00003648,PRD-00035,STR-0005,2024-02-17,4,831.96,Completed
ORD-00003649,PRD-00027,STR-0007,2024-02-17,2,243.84,Completed
ORD-00003650,PRD-00058,STR-0013,2024-02-17,1,486.99,Cancelled
ORD-00003651,PRD-00022,STR-0013,2024-02-17,4,462.24,Returned
ORD-00003652,PRD-00011,STR-0007,2024-02-17,4,1976.32,Completed
ORD-00003653,PRD-00043,STR-0009,2024-02-17,5,122.4,Completed
ORD-00003654,PRD-00056,STR-0005,2024-02-17,1,138.75,Cancelled
ORD-00003655,PRD-00048,STR-0014,2024-02-17,3,55.17,Cancelled
ORD-00003656,PRD-00007,STR-0004,2024-02-17,2,1861.4,Completed
ORD-00003657,PRD-00034,STR-0012,2024-02-17,1,389.03,Cancelled
ORD-00003658,PRD-00028,STR-0012,2024-02-17,1,160.05,Returned
ORD-00003659,PRD-00001,STR-0003,2024-02-17,1,177.75,Completed
ORD-00003660,PRD-00038,STR-0013,2024-02-17,1,220.35,Completed
ORD-00003661,PRD-00045,STR-0017,2024-02-17,1,8.09,Cancelled
ORD-00003662,PRD-00007,STR-0007,2024-02-17,5,4653.5,Returned
ORD-00003663,PRD-00066,STR-0002,2024-02-17,3,819.33,Completed
ORD-00003664,PRD-00009,STR-0002,2024-02-17,3,3399.27,Completed
ORD-00003665,PRD-00035,STR-0008,2024-02-17,1,207.99,Completed
ORD-00003666,PRD-00052,STR-0013,2024-02-17,5,36.4,Completed
ORD-00003667,PRD-00010,STR-0007,2024-02-17,3,1850.25,Completed
ORD-00003668,PRD-00067,STR-0004,2024-02-17,3,211.38,Cancelled
ORD-00003669,PRD-00028,STR-0016,2024-02-17,3,480.15,Completed
ORD-00003670,PRD-00041,STR-0012,2024-02-17,5,516.9,Completed
ORD-00003671,PRD-00026,STR-0002,2024-02-17,5,656.2,Returned
ORD-00003672,PRD-00002,STR-0004,2024-02-17,4,1994.84,Cancelled
ORD-00003673,PRD-00041,STR-0013,2024-02-17,3,310.14,Completed
ORD-00003674,PRD-00015,STR-0016,2024-02-17,4,205.72,Cancelled
ORD-00003675,PRD-00034,STR-0002,2024-02-17,1,389.03,Cancelled
ORD-00003676,PRD-00005,STR-0005,2024-02-17,4,2960.16,Returned
ORD-00003677,PRD-00014,STR-0013,2024-02-17,5,4807.0,Cancelled
ORD-00003678,PRD-00027,STR-0016,2024-02-17,1,121.92,Completed
ORD-00003679,PRD-00012,STR-0004,2024-02-17,3,2781.81,Cancelled
ORD-00003680,PRD-00050,STR-0014,2024-02-17,5,23.85,Completed
ORD-00003681,PRD-00015,STR-0003,2024-02-17,5,257.15,Cancelled
ORD-00003682,PRD-00061,STR-0013,2024-02-17,4,1633.0,Completed
ORD-00003683,PRD-00067,STR-0007,2024-02-17,2,140.92,Completed
ORD-00003684,PRD-00053,STR-0003,2024-02-17,4,73.08,Completed
ORD-00003685,PRD-00042,STR-0001,2024-02-17,3,11.88,Cancelled
ORD-00003686,PRD-00027,STR-0012,2024-02-17,2,243.84,Completed
ORD-00003687,PRD-00046,STR-0003,2024-02-17,5,58.6,Completed
ORD-00003688,PRD-00055,STR-0011,2024-02-17,4,14.48,Returned
ORD-00003689,PRD-00020,STR-0012,2024-02-17,2,87.38,Completed
ORD-00003690,PRD-00031,STR-0008,2024-02-17,5,1514.15,Returned
ORD-00003691,PRD-00066,STR-0006,2024-02-17,3,819.33,Completed
ORD-00003692,PRD-00050,STR-0013,2024-02-17,2,9.54,Completed
ORD-00003693,PRD-00060,STR-0016,2024-02-17,3,762.93,Cancelled
ORD-00003694,PRD-00006,STR-0003,2024-02-17,3,3470.4,Cancelled
ORD-00003695,PRD-00035,STR-0014,2024-02-17,4,831.96,Cancelled
ORD-00003696,PRD-00063,STR-0007,2024-02-17,1,158.95,Completed
ORD-00003697,PRD-00001,STR-0005,2024-02-17,5,888.75,Completed
ORD-00003698,PRD-00021,STR-0015,2024-02-18,2,68.56,Completed
ORD-00003699,PRD-00050,STR-0014,2024-02-18,5,23.85,Cancelled
ORD-00003700,PRD-00029,STR-0009,2024-02-18,3,649.02,Completed
ORD-00003701,PRD-00048,STR-0002,2024-02-18,2,36.78,Completed
ORD-00003702,PRD-00017,STR-0017,2024-02-18,3,137.73,Completed
ORD-00003703,PRD-00055,STR-0004,2024-02-18,2,7.24,Completed
ORD-00003704,PRD-00060,STR-0007,2024-02-18,1,254.31,Cancelled
ORD-00003705,PRD-00061,STR-0005,2024-02-18,1,408.25,Returned
ORD-00003706,PRD-00059,STR-0008,2024-02-18,5,1999.05,Returned
ORD-00003707,PRD-00022,STR-0016,2024-02-18,4,462.24,Completed
ORD-00003708,PRD-00059,STR-0004,2024-02-18,1,399.81,Cancelled
ORD-00003709,PRD-00038,STR-0005,2024-02-18,3,661.05,Completed
ORD-00003710,PRD-00062,STR-0017,2024-02-18,4,1761.8,Completed
ORD-00003711,PRD-00001,STR-0002,2024-02-18,1,177.75,Completed
ORD-00003712,PRD-00011,STR-0005,2024-02-18,1,494.08,Completed
ORD-00003713,PRD-00019,STR-0009,2024-02-18,2,276.52,Completed
ORD-00003714,PRD-00038,STR-0010,2024-02-18,4,881.4,Completed
ORD-00003715,PRD-00007,STR-0012,2024-02-18,4,3722.8,Returned
ORD-00003716,PRD-00058,STR-0016,2024-02-18,1,486.99,Cancelled
ORD-00003717,PRD-00055,STR-0004,2024-02-18,5,18.1,Cancelled
ORD-00003718,PRD-00061,STR-0004,2024-02-18,4,1633.0,Completed
ORD-00003719,PRD-00056,STR-0012,2024-02-18,4,555.0,Completed
ORD-00003720,PRD-00059,STR-0014,2024-02-18,3,1199.43,Completed
ORD-00003721,PRD-00049,STR-0017,2024-02-18,2,24.14,Completed
ORD-00003722,PRD-00037,STR-0009,2024-02-18,1,87.57,Completed
ORD-00003723,PRD-00047,STR-0005,2024-02-18,2,38.72,Completed
ORD-00003724,PRD-00018,STR-0013,2024-02-18,3,207.45,Completed
ORD-00003725,PRD-00059,STR-0007,2024-02-18,2,799.62,Completed
ORD-00003726,PRD-00012,STR-0003,2024-02-18,3,2781.81,Completed
ORD-00003727,PRD-00002,STR-0015,2024-02-18,1,498.71,Completed
ORD-00003728,PRD-00037,STR-0016,2024-02-18,2,175.14,Completed
ORD-00003729,PRD-00007,STR-0004,2024-02-18,3,2792.1,Completed
ORD-00003730,PRD-00015,STR-0003,2024-02-18,3,154.29,Completed
ORD-00003731,PRD-00013,STR-0002,2024-02-18,1,811.4,Completed
ORD-00003732,PRD-00020,STR-0014,2024-02-18,1,43.69,Completed
ORD-00003733,PRD-00065,STR-0002,2024-02-18,2,569.1,Completed
ORD-00003734,PRD-00045,STR-0007,2024-02-18,3,24.27,Completed
ORD-00003735,PRD-00044,STR-0015,2024-02-18,5,24.7,Completed
ORD-00003736,PRD-00029,STR-0011,2024-02-18,3,649.02,Cancelled
ORD-00003737,PRD-00065,STR-0007,2024-02-18,3,853.65,Completed
ORD-00003738,PRD-00012,STR-0006,2024-02-18,1,927.27,Completed
ORD-00003739,PRD-00052,STR-0016,2024-02-18,5,36.4,Completed
ORD-00003740,PRD-00033,STR-0013,2024-02-18,2,763.96,Returned
ORD-00003741,PRD-00065,STR-0014,2024-02-18,4,1138.2,Completed
ORD-00003742,PRD-00031,STR-0005,2024-02-18,1,302.83,Completed
ORD-00003743,PRD-00012,STR-0016,2024-02-18,2,1854.54,Returned
ORD-00003744,PRD-00053,STR-0014,2024-02-18,3,54.81,Completed
ORD-00003745,PRD-00067,STR-0005,2024-02-18,3,211.38,Completed
ORD-00003746,PRD-00043,STR-0009,2024-02-18,5,122.4,Completed
ORD-00003747,PRD-00064,STR-0005,2024-02-18,3,828.99,Completed
ORD-00003748,PRD-00006,STR-0002,2024-02-18,2,2313.6,Completed
ORD-00003749,PRD-00051,STR-0002,2024-02-18,1,9.77,Completed
ORD-00003750,PRD-00049,STR-0001,2024-02-18,3,36.21,Completed
ORD-00003751,PRD-00004,STR-0011,2024-02-18,3,2160.84,Completed
